hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,market_segment,Cost,meal
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Online TA",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,215,2018,October,42,12,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,NULL,0,Transient,129.29,0,0,Canceled,30/12/2019,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",0,223,2018,October,42,15,2,5,2,1,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,46,0,0,Canceled,21/02/2020,0.3,"Offline TA/TO",12.99,BB
